0	0	9.996223e-01	3.617192e-04	1.599482e-05	5.787821e-09
0	1	9.995300e-01	4.195655e-04	5.043932e-05	2.117255e-08
0	2	9.994187e-01	4.751818e-04	1.060761e-04	5.043477e-08
0	3	9.992934e-01	5.377735e-04	1.686910e-04	9.078167e-08
0	4	9.991492e-01	6.098441e-04	2.407882e-04	1.469683e-07
0	5	9.989815e-01	6.936316e-04	3.246067e-04	2.253870e-07
0	6	9.987797e-01	7.944650e-04	4.254773e-04	3.384398e-07
0	7	9.985260e-01	9.212048e-04	5.522640e-04	5.094993e-07
0	8	9.981834e-01	1.092337e-03	7.234600e-04	7.917006e-07
0	9	9.976484e-01	1.359536e-03	9.907578e-04	1.350146e-06
0	10	9.952902e-01	2.536329e-03	2.167986e-03	5.524747e-06
1	1	9.994714e-01	5.109301e-04	1.769093e-05	9.043610e-09
1	2	9.993687e-01	5.751471e-04	5.609851e-05	3.228528e-08
1	3	9.992435e-01	6.377294e-04	1.187133e-04	7.576430e-08
1	4	9.990993e-01	7.097892e-04	1.908106e-04	1.355574e-07
1	5	9.989316e-01	7.935641e-04	2.746291e-04	2.181689e-07
1	6	9.987298e-01	8.943823e-04	3.754997e-04	3.362674e-07
1	7	9.984761e-01	1.021103e-03	5.022864e-04	5.136691e-07
1	8	9.981335e-01	1.192210e-03	6.734824e-04	8.044340e-07
1	9	9.975985e-01	1.459369e-03	9.407802e-04	1.376250e-06
1	10	9.952404e-01	2.635984e-03	2.118009e-03	5.609739e-06
2	2	9.993036e-01	6.766198e-04	1.978984e-05	1.339953e-08
2	3	9.991880e-01	7.487913e-04	6.319153e-05	4.735573e-08
2	4	9.990438e-01	8.208391e-04	1.352888e-04	1.111566e-07
2	5	9.988761e-01	9.046001e-04	2.191073e-04	1.984275e-07
2	6	9.986743e-01	1.005401e-03	3.199779e-04	3.221333e-07
2	7	9.984206e-01	1.132101e-03	4.467646e-04	5.065828e-07
2	8	9.980781e-01	1.303179e-03	6.179606e-04	8.068643e-07
2	9	9.975431e-01	1.570294e-03	8.852584e-04	1.393540e-06
2	10	9.951851e-01	2.746713e-03	2.062487e-03	5.692469e-06
3	3	9.991146e-01	8.628889e-04	2.245445e-05	1.939286e-08
3	4	9.989813e-01	9.457699e-04	7.283802e-05	6.895825e-08
3	5	9.988137e-01	1.029515e-03	1.566565e-04	1.614718e-07
3	6	9.986119e-01	1.130298e-03	2.575271e-04	2.914869e-07
3	7	9.983582e-01	1.256973e-03	3.843139e-04	4.838667e-07
3	8	9.980157e-01	1.428020e-03	5.555098e-04	7.948562e-07
3	9	9.974807e-01	1.695084e-03	8.228077e-04	1.398250e-06
3	10	9.951229e-01	2.871281e-03	2.000037e-03	5.770813e-06
4	4	9.988963e-01	1.077843e-03	2.581755e-05	2.785801e-08
4	5	9.987413e-01	1.174248e-03	8.431265e-05	9.912870e-08
4	6	9.985396e-01	1.275008e-03	1.851833e-04	2.364555e-07
4	7	9.982859e-01	1.401657e-03	3.119700e-04	4.380256e-07
4	8	9.979434e-01	1.572666e-03	4.831660e-04	7.614245e-07
4	9	9.974085e-01	1.839671e-03	7.504639e-04	1.384194e-06
4	10	9.950509e-01	3.015613e-03	1.927693e-03	5.842090e-06
5	5	9.986428e-01	1.326627e-03	3.055841e-05	4.059471e-08
5	6	9.984560e-01	1.442317e-03	1.015615e-04	1.467105e-07
5	7	9.982024e-01	1.568934e-03	2.283483e-04	3.589086e-07
5	8	9.978599e-01	1.739900e-03	3.995443e-04	6.966580e-07
5	9	9.973250e-01	2.006838e-03	6.668422e-04	1.341834e-06
5	10	9.949675e-01	3.182484e-03	1.844072e-03	5.898412e-06
6	6	9.983372e-01	1.625278e-03	3.744115e-05	6.095363e-08
6	7	9.981019e-01	1.770085e-03	1.278209e-04	2.266842e-07
6	8	9.977594e-01	1.940999e-03	2.990169e-04	5.816949e-07
6	9	9.972246e-01	2.207857e-03	5.663149e-04	1.253822e-06
6	10	9.948674e-01	3.383146e-03	1.743545e-03	5.929098e-06
7	7	9.979524e-01	1.999162e-03	4.835173e-05	9.686125e-08
7	8	9.976334e-01	2.193350e-03	1.729126e-04	3.801574e-07
7	9	9.970986e-01	2.460106e-03	4.402105e-04	1.086116e-06
7	10	9.947417e-01	3.634948e-03	1.617441e-03	5.910392e-06
8	8	9.974312e-01	2.500281e-03	6.834384e-05	1.713189e-07
8	9	9.969292e-01	2.799336e-03	2.706980e-04	7.601090e-07
8	10	9.945727e-01	3.973577e-03	1.447929e-03	5.784852e-06
9	9	9.966136e-01	3.268503e-03	1.174615e-04	3.852279e-07
9	10	9.943125e-01	4.495025e-03	1.187069e-03	5.366427e-06
10	10	9.931269e-01	5.873614e-03	9.936236e-04	5.876552e-06
